                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                  1.375,                 1.1357,                  1.526,                0.67466,                0.65994,                0.71789,                0.36648,                 1.5959,                 1.2967,                 1.7793,               0.005347,               0.005347,               0.005347
                    143,                 1.3653,                 1.1196,                 1.5262,                0.67194,                0.65493,                0.71379,                0.37715,                 1.5912,                 1.2395,                 1.7806,               0.005314,               0.005314,               0.005314
                    144,                 1.3639,                 1.1292,                 1.5134,                0.66621,                0.63362,                0.69044,                0.37265,                 1.5764,                 1.2396,                 1.7919,               0.005281,               0.005281,               0.005281
                    145,                 1.3754,                 1.1229,                  1.528,                0.62674,                0.67712,                0.70546,                0.37701,                  1.602,                 1.2674,                 1.7985,               0.005248,               0.005248,               0.005248
                    146,                 1.3644,                 1.1116,                 1.5243,                0.61081,                0.66738,                0.69028,                0.37064,                 1.6072,                   1.26,                 1.8002,               0.005215,               0.005215,               0.005215
                    147,                 1.3693,                 1.1095,                 1.5138,                0.66089,                0.69193,                0.72039,                0.38683,                 1.5826,                 1.2297,                  1.789,               0.005182,               0.005182,               0.005182
                    148,                 1.3529,                 1.1027,                 1.5071,                0.60648,                0.69372,                0.71272,                0.36881,                  1.627,                 1.2677,                 1.8001,               0.005149,               0.005149,               0.005149
                    149,                 1.3795,                 1.1349,                 1.5253,                0.62954,                0.65628,                0.69583,                0.37092,                 1.6174,                 1.2527,                 1.8036,               0.005116,               0.005116,               0.005116
                    150,                 1.3611,                 1.1058,                 1.5127,                0.63545,                0.66995,                0.71153,                0.37827,                 1.5935,                 1.2563,                 1.7888,               0.005083,               0.005083,               0.005083
                    151,                 1.3578,                 1.1249,                 1.5251,                0.62907,                0.67062,                0.70097,                0.37267,                 1.6189,                 1.2424,                 1.8077,                0.00505,                0.00505,                0.00505
                    152,                 1.3508,                  1.122,                 1.5198,                0.60746,                0.66185,                0.68685,                0.35185,                 1.6534,                 1.2928,                 1.8388,               0.005017,               0.005017,               0.005017
                    153,                 1.3616,                 1.1164,                 1.5055,                0.67411,                0.63714,                0.68939,                0.36046,                 1.6181,                 1.2519,                 1.8042,               0.004984,               0.004984,               0.004984
                    154,                 1.3749,                 1.1198,                 1.5269,                0.65328,                0.65029,                0.70481,                0.36896,                  1.615,                 1.2471,                 1.8095,               0.004951,               0.004951,               0.004951
                    155,                 1.3686,                 1.1172,                 1.5121,                0.58931,                0.66571,                0.67838,                  0.358,                  1.635,                 1.2865,                 1.8366,               0.004918,               0.004918,               0.004918
                    156,                 1.3639,                 1.1069,                 1.5088,                0.66586,                 0.6951,                 0.7332,                0.40112,                 1.5435,                 1.1907,                 1.7539,               0.004885,               0.004885,               0.004885
                    157,                 1.3579,                 1.1085,                 1.4983,                0.63298,                0.63403,                0.68728,                0.36631,                 1.6259,                 1.2541,                 1.8244,               0.004852,               0.004852,               0.004852
                    158,                 1.3603,                 1.0978,                 1.5128,                0.59959,                0.70451,                0.70751,                0.38016,                 1.5913,                  1.227,                  1.795,               0.004819,               0.004819,               0.004819
                    159,                 1.3536,                 1.0992,                 1.5096,                0.66973,                0.67602,                0.72805,                0.38584,                 1.5735,                  1.218,                 1.7838,               0.004786,               0.004786,               0.004786
                    160,                 1.3238,                 1.0901,                 1.4907,                0.59073,                 0.7049,                0.70245,                0.37794,                 1.6255,                  1.256,                 1.8166,               0.004753,               0.004753,               0.004753
                    161,                  1.348,                  1.089,                 1.4898,                0.67681,                0.62295,                0.69802,                 0.3652,                 1.6397,                 1.2452,                 1.8361,                0.00472,                0.00472,                0.00472
                    162,                  1.344,                   1.09,                 1.5111,                0.63232,                0.67221,                0.69287,                0.36646,                 1.6334,                  1.256,                 1.8294,               0.004687,               0.004687,               0.004687
                    163,                   1.35,                 1.0798,                 1.5066,                0.63035,                0.68955,                0.72093,                0.38457,                 1.5757,                 1.2159,                 1.7846,               0.004654,               0.004654,               0.004654
                    164,                 1.3386,                 1.0782,                 1.4943,                0.62611,                0.65978,                0.68499,                0.35831,                 1.6081,                 1.2579,                 1.7931,               0.004621,               0.004621,               0.004621
                    165,                  1.331,                 1.0616,                 1.5057,                0.61173,                0.66224,                0.69198,                0.35467,                  1.653,                    1.3,                 1.8379,               0.004588,               0.004588,               0.004588
                    166,                 1.3495,                 1.1045,                  1.513,                 0.6503,                0.69992,                0.73063,                0.39753,                 1.5531,                  1.207,                 1.7659,               0.004555,               0.004555,               0.004555
                    167,                 1.3469,                 1.1057,                 1.5084,                0.64948,                0.71005,                0.73704,                0.40774,                 1.5436,                  1.187,                 1.7634,               0.004522,               0.004522,               0.004522
                    168,                 1.3423,                 1.0943,                 1.5074,                0.60814,                0.68295,                0.70536,                 0.3774,                  1.581,                 1.2404,                 1.7927,               0.004489,               0.004489,               0.004489
                    169,                 1.3381,                  1.089,                 1.5024,                0.67812,                0.67132,                 0.7223,                0.38485,                 1.6078,                  1.219,                 1.8024,               0.004456,               0.004456,               0.004456
                    170,                 1.3335,                 1.0918,                 1.4994,                0.66465,                0.67502,                0.72745,                0.39309,                  1.589,                  1.216,                 1.7912,               0.004423,               0.004423,               0.004423
                    171,                 1.3391,                 1.0854,                 1.4944,                0.64453,                0.66244,                0.70745,                0.37753,                 1.6094,                 1.2162,                 1.7875,                0.00439,                0.00439,                0.00439
                    172,                 1.3223,                 1.0735,                 1.4821,                0.61854,                0.68422,                0.70849,                0.37745,                 1.5966,                 1.2245,                 1.7848,               0.004357,               0.004357,               0.004357
                    173,                 1.3379,                 1.0961,                 1.5105,                0.65205,                0.62626,                0.69845,                0.37472,                 1.5983,                  1.243,                 1.7846,               0.004324,               0.004324,               0.004324
                    174,                 1.3447,                 1.0722,                 1.4936,                0.63764,                0.65314,                0.70173,                 0.3754,                 1.6067,                 1.2457,                 1.7887,               0.004291,               0.004291,               0.004291
                    175,                 1.3246,                 1.0829,                  1.505,                0.69515,                0.60251,                 0.6823,                0.36076,                 1.6332,                 1.2491,                 1.8315,               0.004258,               0.004258,               0.004258
                    176,                 1.3343,                 1.0828,                  1.481,                0.67349,                 0.6628,                0.73136,                0.40395,                 1.5481,                  1.199,                 1.7641,               0.004225,               0.004225,               0.004225
                    177,                 1.3142,                 1.0591,                 1.4839,                0.64647,                0.69313,                 0.7126,                0.38675,                 1.5899,                 1.2327,                 1.7819,               0.004192,               0.004192,               0.004192
                    178,                 1.3302,                 1.0979,                 1.5085,                0.63099,                0.69104,                0.71426,                0.38569,                 1.5682,                 1.2295,                 1.7741,               0.004159,               0.004159,               0.004159
                    179,                 1.3275,                 1.0794,                 1.4855,                0.61352,                0.67471,                 0.7003,                0.36643,                 1.6088,                  1.271,                 1.7935,               0.004126,               0.004126,               0.004126
                    180,                  1.315,                 1.0655,                 1.4809,                0.61735,                0.70411,                0.71254,                0.38476,                  1.591,                 1.2201,                 1.7957,               0.004093,               0.004093,               0.004093
                    181,                 1.3284,                 1.0652,                 1.4912,                0.59508,                0.70846,                0.70798,                0.38257,                 1.5827,                 1.2265,                 1.7809,                0.00406,                0.00406,                0.00406
                    182,                  1.298,                   1.06,                 1.4764,                0.61298,                0.72145,                0.73287,                0.40083,                 1.5647,                 1.1845,                 1.7675,               0.004027,               0.004027,               0.004027
                    183,                 1.2974,                 1.0496,                 1.4746,                0.64614,                0.62559,                0.68478,                0.36769,                 1.6074,                 1.2683,                 1.7804,               0.003994,               0.003994,               0.003994
                    184,                 1.3371,                  1.088,                 1.5009,                 0.7442,                0.62016,                  0.722,                0.39043,                 1.5576,                  1.217,                 1.7512,               0.003961,               0.003961,               0.003961
                    185,                 1.3466,                 1.0807,                 1.4904,                0.70519,                0.64029,                0.70964,                0.37181,                 1.6289,                 1.2331,                 1.8115,               0.003928,               0.003928,               0.003928
                    186,                 1.3106,                 1.0609,                 1.4825,                0.68206,                0.66648,                0.73528,                0.40041,                 1.5836,                 1.1968,                 1.7962,               0.003895,               0.003895,               0.003895
                    187,                 1.3194,                 1.0709,                 1.4917,                0.67253,                0.67681,                0.72712,                0.39943,                 1.5726,                 1.1769,                  1.776,               0.003862,               0.003862,               0.003862
                    188,                 1.3063,                 1.0714,                 1.4743,                 0.6353,                 0.6773,                0.71016,                 0.3879,                 1.5737,                 1.2008,                 1.7789,               0.003829,               0.003829,               0.003829
                    189,                 1.3232,                 1.0709,                 1.4892,                0.59879,                 0.6812,                0.68996,                0.37197,                  1.597,                 1.2528,                 1.7947,               0.003796,               0.003796,               0.003796
                    190,                 1.2968,                 1.0569,                 1.4822,                0.69293,                 0.6505,                0.70991,                0.38164,                 1.5861,                  1.213,                 1.7962,               0.003763,               0.003763,               0.003763
                    191,                 1.3095,                  1.037,                 1.4618,                0.70719,                0.63595,                0.72161,                0.38818,                 1.5662,                 1.2102,                 1.7715,                0.00373,                0.00373,                0.00373
                    192,                 1.3261,                 1.0714,                 1.4798,                0.63085,                0.69766,                0.72183,                 0.3903,                 1.5611,                  1.213,                 1.7544,               0.003697,               0.003697,               0.003697
                    193,                 1.2999,                 1.0536,                 1.4704,                0.67813,                0.64321,                0.71524,                0.38712,                 1.5985,                 1.2116,                  1.794,               0.003664,               0.003664,               0.003664
                    194,                 1.3075,                 1.0404,                 1.4663,                0.61535,                0.67493,                0.71234,                0.38299,                  1.563,                 1.2022,                 1.7676,               0.003631,               0.003631,               0.003631
                    195,                 1.3007,                 1.0513,                 1.4814,                0.64286,                0.68771,                0.71878,                0.38718,                 1.5824,                 1.1882,                 1.7885,               0.003598,               0.003598,               0.003598
                    196,                 1.2816,                   1.03,                  1.459,                0.63406,                0.66076,                 0.7023,                0.37429,                 1.6176,                 1.2083,                 1.8007,               0.003565,               0.003565,               0.003565
                    197,                 1.3069,                  1.052,                 1.4797,                0.56635,                0.69704,                0.68621,                 0.3571,                 1.6506,                 1.2648,                 1.8259,               0.003532,               0.003532,               0.003532
                    198,                  1.309,                 1.0359,                 1.4785,                0.64344,                0.63763,                0.68406,                0.36462,                 1.6207,                 1.2841,                 1.8151,               0.003499,               0.003499,               0.003499
                    199,                 1.3107,                 1.0502,                 1.4797,                0.61429,                0.70655,                0.72408,                0.38995,                 1.5908,                 1.2167,                 1.7949,               0.003466,               0.003466,               0.003466
                    200,                 1.3102,                 1.0484,                  1.481,                0.59187,                0.69486,                0.70512,                0.38317,                 1.6022,                 1.2299,                 1.7892,               0.003433,               0.003433,               0.003433
                    201,                 1.3035,                 1.0542,                  1.484,                0.60995,                  0.693,                0.70274,                0.37841,                 1.5945,                 1.2431,                 1.7917,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.3028,                 1.0506,                 1.4844,                0.66854,                0.62923,                0.70095,                0.37537,                 1.6117,                 1.2284,                 1.8026,               0.003367,               0.003367,               0.003367
                    203,                 1.3043,                 1.0594,                  1.481,                0.62368,                0.68452,                0.69422,                0.35957,                 1.6491,                 1.2731,                 1.8302,               0.003334,               0.003334,               0.003334
                    204,                 1.2869,                  1.021,                 1.4694,                0.69215,                0.65408,                0.72526,                 0.4005,                 1.5781,                 1.1834,                 1.7858,               0.003301,               0.003301,               0.003301
                    205,                 1.2882,                 1.0249,                 1.4824,                0.67375,                0.69912,                0.73465,                0.40106,                 1.5671,                 1.1829,                 1.7699,               0.003268,               0.003268,               0.003268
                    206,                 1.2781,                 1.0302,                 1.4689,                0.66971,                0.67654,                0.71659,                0.37226,                 1.6155,                 1.2311,                  1.807,               0.003235,               0.003235,               0.003235
                    207,                  1.304,                 1.0418,                 1.4707,                0.61278,                0.67914,                0.70027,                 0.3762,                 1.6099,                 1.2156,                 1.8064,               0.003202,               0.003202,               0.003202
                    208,                 1.3005,                 1.0334,                 1.4711,                0.60384,                0.69219,                 0.7036,                0.38199,                    1.6,                 1.2205,                 1.8065,               0.003169,               0.003169,               0.003169
                    209,                 1.2893,                 1.0359,                 1.4741,                0.64422,                0.69023,                0.71236,                 0.3918,                 1.5811,                 1.2037,                 1.7885,               0.003136,               0.003136,               0.003136
                    210,                  1.291,                 1.0155,                 1.4554,                0.66005,                0.68192,                0.72999,                0.40027,                 1.5633,                 1.1809,                 1.7792,               0.003103,               0.003103,               0.003103
                    211,                 1.2936,                 1.0464,                 1.4644,                0.62414,                0.71617,                0.73102,                0.39403,                 1.5582,                 1.1954,                 1.7668,                0.00307,                0.00307,                0.00307
                    212,                  1.284,                 1.0145,                 1.4533,                0.62061,                 0.6722,                0.70365,                0.36987,                 1.6069,                 1.2347,                 1.8068,               0.003037,               0.003037,               0.003037
                    213,                 1.2835,                 1.0283,                 1.4473,                0.63896,                0.68952,                0.72376,                0.39164,                  1.588,                 1.2139,                 1.7926,               0.003004,               0.003004,               0.003004
                    214,                 1.2688,                 1.0167,                 1.4559,                0.66045,                0.70349,                0.73035,                0.39512,                 1.5739,                 1.1993,                  1.797,               0.002971,               0.002971,               0.002971
                    215,                 1.2879,                 1.0203,                  1.458,                0.67211,                0.65902,                0.72699,                0.39443,                 1.5706,                 1.1823,                 1.7708,               0.002938,               0.002938,               0.002938
                    216,                 1.2771,                 1.0143,                 1.4544,                0.66359,                0.71152,                0.74659,                0.40346,                  1.563,                 1.1589,                 1.7752,               0.002905,               0.002905,               0.002905
                    217,                 1.2825,                 1.0178,                 1.4603,                0.72654,                0.67082,                0.73723,                0.40255,                   1.56,                 1.1563,                  1.775,               0.002872,               0.002872,               0.002872
                    218,                 1.2907,                 1.0128,                 1.4607,                0.62543,                0.70711,                0.71949,                0.38706,                 1.5801,                 1.1754,                 1.7864,               0.002839,               0.002839,               0.002839
                    219,                 1.2706,                 1.0043,                 1.4428,                0.62866,                0.70211,                0.71906,                0.39047,                 1.5681,                 1.1841,                  1.778,               0.002806,               0.002806,               0.002806
                    220,                 1.2876,                 1.0353,                 1.4799,                0.64797,                0.71758,                0.73679,                0.40278,                 1.5484,                 1.1523,                 1.7751,               0.002773,               0.002773,               0.002773
                    221,                 1.2796,                 1.0173,                 1.4673,                0.64292,                0.71773,                0.73898,                0.40377,                 1.5541,                 1.1609,                  1.776,                0.00274,                0.00274,                0.00274
                    222,                 1.2777,                 1.0272,                 1.4711,                0.65257,                0.70648,                0.72912,                0.39599,                 1.5763,                 1.1609,                 1.7929,               0.002707,               0.002707,               0.002707
                    223,                 1.2901,                 1.0208,                 1.4679,                0.64243,                0.73076,                0.73472,                0.40029,                 1.5846,                 1.1737,                 1.7953,               0.002674,               0.002674,               0.002674
                    224,                 1.2751,                 1.0064,                 1.4497,                0.66575,                0.71696,                0.74301,                0.40751,                 1.5544,                 1.1623,                 1.7575,               0.002641,               0.002641,               0.002641
                    225,                 1.2627,                0.99632,                 1.4406,                0.63846,                0.70559,                0.73418,                0.39788,                 1.5515,                 1.1574,                 1.7751,               0.002608,               0.002608,               0.002608
                    226,                 1.2798,                0.99379,                 1.4425,                0.65472,                0.68091,                0.72453,                0.39424,                 1.5575,                 1.1689,                 1.7663,               0.002575,               0.002575,               0.002575
                    227,                 1.2796,                  1.013,                 1.4486,                0.64798,                0.67874,                0.72355,                0.39058,                 1.5823,                 1.1751,                 1.7894,               0.002542,               0.002542,               0.002542
                    228,                 1.2825,                 1.0298,                 1.4626,                0.67892,                0.69321,                0.74065,                0.40353,                 1.5507,                 1.1616,                 1.7692,               0.002509,               0.002509,               0.002509
                    229,                 1.2899,                 1.0248,                  1.469,                0.71108,                0.67817,                 0.7295,                0.39752,                 1.5679,                 1.1752,                 1.7887,               0.002476,               0.002476,               0.002476
                    230,                 1.2572,                0.98683,                 1.4405,                0.62292,                 0.7209,                0.72227,                 0.3969,                 1.5676,                 1.1801,                  1.785,               0.002443,               0.002443,               0.002443
                    231,                 1.2724,                  1.014,                 1.4486,                0.71113,                0.66834,                0.73927,                0.40456,                  1.562,                 1.1618,                 1.7677,                0.00241,                0.00241,                0.00241
                    232,                 1.2679,                0.99776,                 1.4593,                 0.6319,                0.72182,                0.72199,                0.39991,                 1.5771,                 1.1775,                 1.7835,               0.002377,               0.002377,               0.002377
                    233,                 1.2877,                 1.0042,                  1.459,                0.62507,                0.72389,                0.72854,                0.38757,                 1.5841,                 1.1839,                 1.7937,               0.002344,               0.002344,               0.002344
                    234,                 1.2678,                0.99989,                 1.4543,                  0.647,                0.72488,                0.73451,                0.39761,                  1.553,                 1.1658,                 1.7696,               0.002311,               0.002311,               0.002311
                    235,                 1.2652,                0.99691,                 1.4495,                0.63718,                0.72534,                0.72739,                0.40158,                 1.5631,                 1.1791,                 1.7765,               0.002278,               0.002278,               0.002278
                    236,                 1.2535,                0.98853,                  1.436,                0.65332,                0.71686,                0.73664,                 0.4026,                  1.557,                 1.1724,                 1.7794,               0.002245,               0.002245,               0.002245
                    237,                 1.2599,                0.98764,                 1.4398,                0.68818,                0.70338,                0.74851,                0.40913,                 1.5553,                 1.1519,                  1.785,               0.002212,               0.002212,               0.002212
                    238,                 1.2545,                0.99125,                  1.448,                0.64947,                0.69828,                0.73765,                0.40089,                 1.5728,                  1.176,                   1.79,               0.002179,               0.002179,               0.002179
                    239,                 1.2633,                0.99566,                 1.4596,                0.68096,                0.68682,                0.74024,                0.40673,                 1.5546,                 1.1465,                 1.7824,               0.002146,               0.002146,               0.002146
                    240,                 1.2421,                0.98646,                 1.4425,                0.69249,                0.67475,                0.72015,                0.38261,                 1.5984,                 1.1779,                 1.8181,               0.002113,               0.002113,               0.002113
                    241,                 1.2429,                0.98085,                 1.4369,                0.70214,                0.64248,                 0.7247,                0.39384,                 1.5783,                  1.167,                 1.7925,                0.00208,                0.00208,                0.00208
                    242,                 1.2344,                0.98492,                 1.4408,                0.70649,                0.66223,                0.73324,                0.39992,                  1.587,                 1.1653,                 1.8011,               0.002047,               0.002047,               0.002047
                    243,                 1.2639,                 1.0037,                 1.4478,                0.71252,                0.64137,                0.72075,                 0.3935,                 1.5897,                 1.1863,                 1.8056,               0.002014,               0.002014,               0.002014
                    244,                 1.2598,                0.99034,                 1.4476,                0.71023,                0.66247,                0.73397,                0.39779,                 1.5792,                 1.1678,                 1.8019,               0.001981,               0.001981,               0.001981
                    245,                 1.2341,                0.97063,                 1.4298,                0.67088,                0.67616,                0.72132,                0.39575,                 1.5914,                 1.1634,                 1.8126,               0.001948,               0.001948,               0.001948
                    246,                 1.2526,                   0.99,                 1.4406,                0.67771,                0.69442,                0.73567,                0.39362,                 1.5857,                 1.1686,                 1.7989,               0.001915,               0.001915,               0.001915
                    247,                 1.2523,                0.99712,                 1.4531,                0.67839,                0.68695,                0.73963,                0.40569,                 1.5606,                  1.151,                 1.7832,               0.001882,               0.001882,               0.001882
                    248,                 1.2476,                0.98066,                  1.437,                0.64276,                 0.7166,                0.74851,                0.40301,                 1.5734,                 1.1558,                 1.7866,               0.001849,               0.001849,               0.001849
                    249,                 1.2421,                0.97851,                 1.4251,                0.66644,                0.68943,                 0.7323,                 0.3957,                  1.578,                 1.1673,                 1.7943,               0.001816,               0.001816,               0.001816
                    250,                  1.246,                0.98041,                 1.4368,                0.66096,                0.67463,                0.72163,                0.39599,                  1.597,                 1.1756,                 1.8087,               0.001783,               0.001783,               0.001783
                    251,                  1.243,                0.98296,                 1.4426,                0.67315,                0.69169,                0.73805,                0.40554,                 1.5672,                 1.1635,                 1.7908,                0.00175,                0.00175,                0.00175
                    252,                 1.2554,                0.98711,                 1.4399,                0.70225,                0.68898,                0.74009,                0.40633,                 1.5582,                 1.1538,                 1.7767,               0.001717,               0.001717,               0.001717
                    253,                 1.2339,                0.97586,                 1.4232,                0.66843,                0.70948,                0.74441,                0.40838,                 1.5688,                  1.154,                 1.7893,               0.001684,               0.001684,               0.001684
                    254,                  1.238,                0.97139,                  1.435,                0.65322,                0.72809,                0.74131,                0.40799,                 1.5699,                 1.1499,                 1.7931,               0.001651,               0.001651,               0.001651
                    255,                 1.2334,                0.97444,                 1.4293,                0.69476,                0.68034,                0.73857,                0.41046,                 1.5702,                 1.1487,                 1.8081,               0.001618,               0.001618,               0.001618
                    256,                 1.2619,                0.99462,                 1.4541,                0.66325,                0.71109,                0.74477,                0.40538,                 1.5704,                 1.1417,                 1.7962,               0.001585,               0.001585,               0.001585
                    257,                 1.2309,                0.95934,                  1.418,                0.66192,                0.70728,                0.73637,                0.39968,                 1.5736,                 1.1584,                 1.7968,               0.001552,               0.001552,               0.001552
                    258,                 1.2475,                0.96337,                  1.437,                0.65568,                0.70385,                0.73476,                0.39605,                 1.5728,                 1.1559,                 1.8092,               0.001519,               0.001519,               0.001519
                    259,                 1.2242,                0.96178,                 1.4263,                0.69488,                0.68296,                 0.7381,                0.39915,                 1.5746,                 1.1433,                  1.806,               0.001486,               0.001486,               0.001486
                    260,                 1.2398,                0.98248,                 1.4323,                0.69682,                0.69177,                0.73503,                0.39254,                 1.6028,                 1.1574,                 1.8235,               0.001453,               0.001453,               0.001453
                    261,                 1.2329,                0.97165,                 1.4388,                0.70462,                0.68525,                0.73827,                0.39792,                 1.5879,                 1.1504,                 1.8018,                0.00142,                0.00142,                0.00142
                    262,                 1.2338,                0.96856,                  1.418,                0.68659,                0.68449,                0.72926,                0.39117,                 1.5808,                 1.1718,                 1.7951,               0.001387,               0.001387,               0.001387
                    263,                 1.2333,                 0.9758,                 1.4385,                0.67879,                0.67899,                0.72095,                0.39284,                 1.5906,                 1.1828,                  1.805,               0.001354,               0.001354,               0.001354
                    264,                  1.246,                0.96387,                 1.4244,                0.67324,                 0.6803,                0.71531,                0.38225,                  1.621,                 1.1897,                 1.8343,               0.001321,               0.001321,               0.001321
                    265,                 1.2311,                0.96613,                 1.4309,                0.68394,                0.69593,                0.73413,                0.39744,                 1.5897,                 1.1567,                 1.8086,               0.001288,               0.001288,               0.001288
                    266,                 1.2374,                0.98107,                 1.4463,                0.71432,                0.69001,                0.74385,                0.40405,                 1.5731,                 1.1545,                 1.7897,               0.001255,               0.001255,               0.001255
                    267,                 1.2198,                0.95599,                 1.4264,                0.72196,                0.68044,                0.74068,                0.40294,                 1.5775,                 1.1494,                 1.7932,               0.001222,               0.001222,               0.001222
                    268,                 1.2283,                0.95369,                 1.4182,                0.68017,                0.69308,                0.73586,                0.40106,                 1.5768,                 1.1426,                 1.7952,               0.001189,               0.001189,               0.001189
                    269,                 1.2423,                0.97165,                 1.4371,                0.70215,                0.67433,                0.73487,                0.40259,                 1.5736,                 1.1491,                 1.7972,               0.001156,               0.001156,               0.001156
                    270,                 1.2276,                0.95134,                 1.4255,                0.68608,                0.68066,                0.73798,                0.40284,                 1.5709,                 1.1465,                 1.7942,               0.001123,               0.001123,               0.001123
                    271,                 1.2318,                0.96807,                  1.429,                0.69814,                0.67412,                0.73278,                0.39757,                   1.59,                 1.1577,                 1.8019,                0.00109,                0.00109,                0.00109
                    272,                 1.2013,                0.95912,                   1.41,                0.61372,                0.72498,                0.73341,                0.39779,                 1.5948,                 1.1517,                 1.8141,               0.001057,               0.001057,               0.001057
                    273,                 1.2359,                0.96846,                 1.4356,                 0.6443,                0.70252,                0.73631,                0.40131,                 1.5863,                 1.1414,                  1.804,               0.001024,               0.001024,               0.001024
                    274,                 1.2164,                0.95708,                  1.433,                0.65662,                0.70431,                0.72774,                0.39751,                 1.5971,                 1.1484,                 1.8155,               0.000991,               0.000991,               0.000991
                    275,                 1.2569,                0.97898,                 1.4427,                0.66141,                 0.6997,                0.72614,                0.39622,                 1.5945,                 1.1479,                 1.8095,               0.000958,               0.000958,               0.000958
                    276,                 1.2116,                0.94173,                 1.4076,                0.66873,                0.68986,                0.72735,                0.39815,                 1.5831,                 1.1458,                 1.8007,               0.000925,               0.000925,               0.000925
                    277,                 1.2394,                0.97031,                  1.441,                0.68247,                 0.6909,                0.72131,                0.39464,                 1.5857,                 1.1574,                 1.8034,               0.000892,               0.000892,               0.000892
                    278,                 1.2109,                0.94048,                 1.4056,                0.67989,                0.68509,                0.72529,                0.39366,                 1.5937,                 1.1726,                 1.8043,               0.000859,               0.000859,               0.000859
                    279,                 1.2151,                0.93205,                  1.414,                 0.6523,                 0.7081,                0.72614,                0.39774,                 1.5872,                 1.1552,                 1.8078,               0.000826,               0.000826,               0.000826
                    280,                 1.2216,                0.93108,                 1.4249,                0.68895,                0.69612,                0.73269,                0.40093,                  1.572,                 1.1428,                 1.7993,               0.000793,               0.000793,               0.000793
                    281,                 1.2151,                0.94058,                 1.4189,                0.67614,                0.67199,                0.72453,                0.39584,                 1.5875,                 1.1508,                 1.8048,                0.00076,                0.00076,                0.00076
                    282,                 1.2125,                0.93432,                 1.4018,                0.66111,                0.69148,                0.72723,                0.39619,                 1.5765,                 1.1553,                 1.8009,               0.000727,               0.000727,               0.000727
                    283,                 1.2186,                0.92761,                 1.4157,                0.70202,                0.67742,                0.73293,                0.39997,                  1.569,                 1.1451,                 1.8016,               0.000694,               0.000694,               0.000694
                    284,                 1.2015,                0.94659,                 1.4097,                0.69472,                 0.6836,                0.72921,                0.39746,                  1.575,                 1.1469,                 1.8096,               0.000661,               0.000661,               0.000661
                    285,                 1.2234,                0.95593,                 1.4202,                0.67523,                0.70243,                0.73484,                0.40043,                 1.5819,                  1.151,                 1.8093,               0.000628,               0.000628,               0.000628
                    286,                  1.217,                0.93971,                 1.4178,                0.65253,                0.71012,                0.73489,                 0.4019,                  1.577,                 1.1423,                 1.8124,               0.000595,               0.000595,               0.000595
                    287,                 1.2055,                0.93557,                 1.4163,                0.66718,                0.69375,                0.73388,                0.40522,                 1.5748,                 1.1303,                 1.8095,               0.000562,               0.000562,               0.000562
                    288,                 1.1948,                0.93012,                 1.4161,                0.65878,                0.71942,                0.73593,                0.40892,                 1.5641,                 1.1295,                 1.7988,               0.000529,               0.000529,               0.000529
                    289,                 1.2051,                0.93205,                 1.4136,                0.67182,                0.70741,                0.74094,                0.40742,                 1.5647,                 1.1337,                 1.7998,               0.000496,               0.000496,               0.000496
                    290,                 1.2006,                0.94235,                 1.4171,                0.64914,                0.72257,                 0.7433,                0.40746,                 1.5638,                 1.1405,                 1.7988,               0.000463,               0.000463,               0.000463
                    291,                 1.1934,                0.93425,                 1.3947,                 0.7084,                0.67387,                0.73469,                0.40205,                 1.5728,                 1.1474,                 1.8084,                0.00043,                0.00043,                0.00043
                    292,                 1.1989,                0.93722,                 1.4024,                0.69726,                0.66871,                0.73336,                0.40315,                 1.5709,                 1.1478,                 1.8077,               0.000397,               0.000397,               0.000397
                    293,                 1.2138,                 0.9511,                 1.4163,                 0.6998,                0.67177,                0.73198,                0.40374,                 1.5697,                 1.1451,                 1.8064,               0.000364,               0.000364,               0.000364
                    294,                   1.19,                0.92887,                 1.4151,                0.73156,                0.66489,                0.73803,                0.40852,                 1.5644,                 1.1354,                 1.7991,               0.000331,               0.000331,               0.000331
                    295,                 1.2105,                0.92851,                 1.4199,                0.68794,                0.68833,                0.73939,                0.40894,                 1.5695,                 1.1346,                 1.7999,               0.000298,               0.000298,               0.000298
                    296,                 1.1953,                0.92282,                 1.3995,                0.66012,                0.70227,                0.73492,                 0.4012,                 1.5814,                 1.1378,                 1.8045,               0.000265,               0.000265,               0.000265
                    297,                 1.2049,                0.93701,                 1.4229,                0.66603,                0.70455,                0.73258,                0.39888,                 1.5885,                 1.1448,                 1.8098,               0.000232,               0.000232,               0.000232
                    298,                 1.2103,                0.94259,                 1.4146,                0.66672,                 0.7046,                0.73576,                0.40084,                 1.5878,                 1.1402,                 1.8138,               0.000199,               0.000199,               0.000199
                    299,                 1.2083,                0.94631,                 1.4155,                 0.6678,                0.71052,                0.73778,                0.40275,                 1.5837,                 1.1409,                 1.8123,               0.000166,               0.000166,               0.000166
