                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.3724,                 1.1339,                 1.4879,                0.70625,                0.68962,                0.74238,                0.39918,                 1.5242,                 1.2517,                 1.6947,                0.00505,                0.00505,                0.00505
                    152,                  1.357,                 1.1507,                 1.4868,                0.68103,                 0.6901,                0.75422,                0.41071,                 1.5353,                 1.2282,                 1.7092,               0.005017,               0.005017,               0.005017
                    153,                 1.3833,                 1.1525,                 1.5041,                 0.6468,                0.71018,                0.73628,                0.40119,                 1.5572,                 1.2351,                 1.7198,               0.004984,               0.004984,               0.004984
                    154,                 1.3794,                  1.153,                 1.4951,                0.65258,                0.67505,                0.71602,                0.38594,                 1.5727,                  1.257,                 1.7201,               0.004951,               0.004951,               0.004951
                    155,                 1.3688,                 1.1564,                 1.4882,                0.60046,                0.71754,                0.73425,                0.40251,                 1.5199,                 1.2279,                  1.687,               0.004918,               0.004918,               0.004918
                    156,                 1.3748,                 1.1564,                 1.5016,                0.71626,                0.67576,                0.73678,                0.39974,                 1.5463,                 1.2135,                  1.699,               0.004885,               0.004885,               0.004885
                    157,                 1.3788,                 1.1564,                 1.5093,                0.67109,                0.68161,                0.73128,                0.39715,                 1.5737,                 1.2207,                 1.7168,               0.004852,               0.004852,               0.004852
                    158,                 1.3759,                 1.1617,                 1.5051,                0.59551,                0.60442,                0.64827,                0.32995,                 1.6765,                 1.3752,                 1.7821,               0.004819,               0.004819,               0.004819
                    159,                 1.3683,                 1.1292,                 1.4965,                0.65617,                0.66798,                0.71397,                0.38039,                 1.6082,                 1.2628,                 1.7401,               0.004786,               0.004786,               0.004786
                    160,                 1.3604,                 1.1277,                 1.4965,                0.67768,                0.61806,                0.69886,                0.36559,                  1.607,                 1.2893,                 1.7405,               0.004753,               0.004753,               0.004753
                    161,                 1.3641,                 1.1476,                 1.4905,                 0.6431,                 0.6376,                0.69129,                0.37565,                 1.5573,                  1.292,                 1.7087,                0.00472,                0.00472,                0.00472
                    162,                 1.3816,                   1.14,                 1.5028,                0.66217,                0.68692,                0.73513,                0.39602,                 1.5509,                 1.2358,                 1.7037,               0.004687,               0.004687,               0.004687
                    163,                 1.3826,                 1.1498,                 1.4999,                0.67567,                 0.6766,                0.73295,                0.39593,                 1.5675,                 1.2503,                 1.7186,               0.004654,               0.004654,               0.004654
                    164,                 1.3786,                  1.139,                  1.495,                0.71278,                0.67653,                0.75887,                0.41869,                 1.5245,                   1.19,                 1.6749,               0.004621,               0.004621,               0.004621
                    165,                 1.3463,                 1.1089,                 1.4812,                0.62597,                0.70245,                0.72688,                 0.3948,                 1.5508,                  1.245,                 1.6982,               0.004588,               0.004588,               0.004588
                    166,                 1.3635,                 1.1146,                 1.4909,                 0.6694,                0.65065,                0.72274,                0.38098,                 1.5882,                 1.2321,                  1.735,               0.004555,               0.004555,               0.004555
                    167,                 1.3465,                 1.1056,                  1.486,                0.68556,                0.63363,                0.70183,                0.36697,                 1.6479,                 1.2937,                 1.7899,               0.004522,               0.004522,               0.004522
                    168,                 1.3742,                 1.1286,                 1.4905,                0.67223,                0.67401,                0.72766,                0.39599,                 1.5554,                 1.2175,                 1.7128,               0.004489,               0.004489,               0.004489
                    169,                 1.3702,                 1.1325,                 1.4932,                 0.6568,                0.68111,                0.72999,                0.39908,                 1.5233,                 1.2242,                 1.6947,               0.004456,               0.004456,               0.004456
                    170,                  1.353,                 1.1366,                 1.4935,                0.70458,                 0.6858,                0.74387,                0.41361,                 1.5285,                 1.2001,                 1.6737,               0.004423,               0.004423,               0.004423
                    171,                 1.3562,                 1.1264,                 1.4781,                0.73783,                0.65913,                0.74975,                0.40384,                  1.528,                 1.2161,                  1.678,                0.00439,                0.00439,                0.00439
                    172,                 1.3443,                 1.1133,                 1.4762,                0.74117,                0.68781,                0.76588,                0.41777,                 1.5244,                  1.173,                 1.6729,               0.004357,               0.004357,               0.004357
                    173,                 1.3529,                 1.1104,                 1.4909,                0.64833,                0.70647,                0.75129,                0.41164,                 1.5216,                 1.2081,                 1.6942,               0.004324,               0.004324,               0.004324
                    174,                 1.3681,                 1.1222,                 1.4898,                0.66258,                0.65114,                0.70191,                0.36797,                 1.6173,                 1.2594,                 1.7624,               0.004291,               0.004291,               0.004291
                    175,                 1.3491,                 1.1166,                  1.474,                0.71286,                0.69112,                0.74746,                0.40205,                 1.5288,                  1.221,                 1.6961,               0.004258,               0.004258,               0.004258
                    176,                 1.3636,                 1.1165,                 1.4785,                0.68182,                0.70745,                0.76184,                0.41149,                 1.5228,                 1.2028,                 1.6707,               0.004225,               0.004225,               0.004225
                    177,                 1.3632,                 1.1251,                 1.4937,                0.72367,                0.67847,                0.74865,                 0.4096,                 1.5282,                 1.1753,                 1.6761,               0.004192,               0.004192,               0.004192
                    178,                 1.3311,                 1.1059,                 1.4705,                0.65355,                0.70254,                0.73532,                0.39761,                 1.5586,                 1.2031,                 1.7125,               0.004159,               0.004159,               0.004159
                    179,                 1.3467,                 1.1097,                 1.4745,                0.71863,                0.68107,                 0.7371,                0.40511,                 1.5291,                 1.2006,                 1.6661,               0.004126,               0.004126,               0.004126
                    180,                 1.3396,                 1.1142,                 1.4863,                0.66995,                0.69825,                0.74006,                0.40114,                 1.5582,                 1.1959,                 1.7002,               0.004093,               0.004093,               0.004093
                    181,                 1.3522,                 1.1298,                 1.4894,                0.69287,                0.66588,                0.72652,                  0.391,                 1.5524,                  1.222,                 1.7181,                0.00406,                0.00406,                0.00406
                    182,                 1.3642,                 1.1191,                 1.4941,                0.69196,                0.67748,                0.74498,                0.39816,                 1.5593,                 1.2121,                 1.6951,               0.004027,               0.004027,               0.004027
                    183,                 1.3285,                 1.1105,                 1.4783,                0.74767,                0.66457,                 0.7494,                0.40796,                 1.5389,                 1.1894,                 1.6901,               0.003994,               0.003994,               0.003994
                    184,                 1.3443,                 1.1073,                 1.4802,                0.72113,                0.66842,                0.74145,                0.40214,                 1.5236,                 1.2152,                 1.6708,               0.003961,               0.003961,               0.003961
                    185,                 1.3311,                 1.1157,                  1.474,                0.68908,                0.67925,                  0.746,                0.41135,                 1.5034,                 1.1841,                 1.6689,               0.003928,               0.003928,               0.003928
                    186,                 1.3361,                    1.1,                 1.4742,                0.73871,                0.65561,                0.74685,                  0.414,                 1.5366,                 1.1912,                 1.6978,               0.003895,               0.003895,               0.003895
                    187,                 1.3349,                 1.0794,                 1.4753,                  0.652,                0.70962,                  0.752,                0.41144,                 1.5657,                 1.1804,                 1.7079,               0.003862,               0.003862,               0.003862
                    188,                 1.3495,                 1.0956,                 1.4673,                0.66673,                0.70128,                0.75161,                0.41049,                 1.5359,                 1.1909,                 1.6872,               0.003829,               0.003829,               0.003829
                    189,                 1.3316,                 1.0802,                 1.4631,                0.69118,                0.70184,                 0.7446,                0.40491,                 1.5662,                 1.1996,                 1.7104,               0.003796,               0.003796,               0.003796
                    190,                 1.3196,                 1.0715,                 1.4462,                0.62738,                0.71957,                0.73771,                0.40153,                 1.5607,                 1.1902,                 1.7132,               0.003763,               0.003763,               0.003763
                    191,                 1.3416,                 1.0976,                 1.4675,                0.66086,                0.71506,                0.75928,                0.41752,                 1.5373,                 1.1619,                 1.6779,                0.00373,                0.00373,                0.00373
                    192,                 1.3275,                 1.0921,                 1.4612,                0.66694,                 0.6944,                0.75109,                0.41406,                 1.5317,                 1.1667,                 1.6893,               0.003697,               0.003697,               0.003697
                    193,                 1.3385,                 1.0986,                 1.4731,                0.73654,                0.65334,                0.74967,                0.41484,                  1.528,                 1.1722,                 1.6781,               0.003664,               0.003664,               0.003664
                    194,                 1.3404,                 1.0899,                 1.4701,                0.72239,                0.66969,                0.73082,                0.39675,                 1.5739,                 1.1795,                 1.7251,               0.003631,               0.003631,               0.003631
                    195,                 1.3348,                 1.1003,                 1.4734,                0.70349,                0.67804,                0.74597,                0.40714,                 1.5433,                 1.1731,                 1.6858,               0.003598,               0.003598,               0.003598
                    196,                 1.3074,                  1.076,                 1.4612,                0.70716,                0.68683,                0.74541,                 0.4187,                 1.5197,                 1.1741,                 1.6822,               0.003565,               0.003565,               0.003565
                    197,                 1.3282,                   1.09,                 1.4667,                0.70945,                0.67803,                0.74616,                0.40908,                 1.5385,                 1.1778,                 1.6929,               0.003532,               0.003532,               0.003532
                    198,                 1.3008,                 1.0632,                 1.4414,                 0.7054,                0.70223,                0.76322,                0.42184,                  1.523,                   1.16,                 1.6765,               0.003499,               0.003499,               0.003499
                    199,                  1.322,                 1.0831,                 1.4569,                0.70395,                0.67457,                0.75579,                0.41413,                 1.5215,                 1.1755,                 1.6806,               0.003466,               0.003466,               0.003466
                    200,                  1.315,                 1.0685,                 1.4474,                0.66634,                0.71085,                0.74944,                0.42188,                 1.5056,                 1.1631,                 1.6585,               0.003433,               0.003433,               0.003433
                    201,                 1.3505,                 1.0851,                 1.4753,                0.67492,                 0.6511,                0.72188,                0.39089,                 1.5523,                 1.2427,                 1.6932,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.3387,                 1.0961,                 1.4893,                0.70845,                0.69288,                0.76307,                0.42012,                 1.5245,                 1.1647,                 1.6674,               0.003367,               0.003367,               0.003367
                    203,                 1.3219,                 1.0737,                 1.4479,                0.67463,                0.67736,                0.73246,                  0.402,                 1.5736,                 1.1844,                 1.6988,               0.003334,               0.003334,               0.003334
                    204,                 1.3323,                 1.0864,                 1.4682,                0.73609,                0.68136,                0.75798,                0.42209,                 1.5123,                 1.1537,                 1.6608,               0.003301,               0.003301,               0.003301
                    205,                 1.3092,                 1.0694,                 1.4461,                0.71136,                0.65778,                0.74329,                0.40888,                 1.5385,                 1.1828,                 1.6772,               0.003268,               0.003268,               0.003268
                    206,                 1.3147,                 1.0592,                 1.4424,                0.67134,                0.70383,                0.74622,                0.41428,                 1.5168,                 1.1957,                  1.665,               0.003235,               0.003235,               0.003235
                    207,                  1.298,                 1.0652,                 1.4449,                0.71284,                0.68966,                0.75512,                0.42186,                 1.5081,                 1.1559,                 1.6634,               0.003202,               0.003202,               0.003202
                    208,                 1.3221,                 1.0723,                 1.4603,                0.71404,                0.68099,                0.74428,                0.41224,                 1.5309,                 1.1793,                 1.6749,               0.003169,               0.003169,               0.003169
                    209,                 1.3155,                 1.0729,                 1.4567,                0.67755,                0.70779,                0.75943,                0.41894,                 1.5052,                 1.1633,                 1.6599,               0.003136,               0.003136,               0.003136
                    210,                 1.3094,                 1.0708,                   1.45,                0.67287,                0.71939,                 0.7566,                0.41056,                 1.5159,                 1.1823,                 1.6801,               0.003103,               0.003103,               0.003103
                    211,                 1.3182,                 1.0655,                 1.4526,                0.63544,                0.73767,                0.76253,                  0.418,                 1.5156,                 1.1665,                 1.6759,                0.00307,                0.00307,                0.00307
                    212,                 1.3075,                 1.0549,                 1.4488,                0.68142,                0.72166,                0.76594,                 0.4244,                 1.5082,                 1.1415,                 1.6683,               0.003037,               0.003037,               0.003037
                    213,                 1.3209,                 1.0753,                 1.4655,                0.72649,                0.68841,                0.76096,                0.41762,                  1.521,                 1.1628,                 1.6764,               0.003004,               0.003004,               0.003004
                    214,                 1.3111,                 1.0621,                 1.4647,                0.72075,                0.66965,                0.75458,                0.42318,                 1.5138,                  1.152,                 1.6742,               0.002971,               0.002971,               0.002971
                    215,                 1.2885,                  1.045,                 1.4419,                0.70447,                0.70363,                0.76097,                0.41968,                 1.5319,                 1.1428,                 1.6731,               0.002938,               0.002938,               0.002938
                    216,                 1.3357,                  1.067,                 1.4598,                 0.6694,                0.70766,                0.74535,                 0.3939,                 1.5929,                 1.2017,                 1.7262,               0.002905,               0.002905,               0.002905
                    217,                 1.3139,                 1.0657,                 1.4529,                0.72766,                0.70238,                0.77372,                0.42518,                 1.5238,                 1.1584,                 1.6882,               0.002872,               0.002872,               0.002872
                    218,                 1.3076,                 1.0471,                 1.4501,                  0.699,                 0.6856,                0.75658,                0.41698,                 1.5371,                 1.1555,                 1.7017,               0.002839,               0.002839,               0.002839
                    219,                 1.3047,                 1.0546,                 1.4528,                0.77821,                0.67347,                0.76698,                0.42779,                 1.5195,                 1.1481,                 1.6798,               0.002806,               0.002806,               0.002806
                    220,                 1.3161,                 1.0538,                 1.4584,                0.74047,                0.67786,                0.76191,                 0.4292,                 1.5185,                 1.1369,                  1.678,               0.002773,               0.002773,               0.002773
                    221,                 1.3109,                 1.0485,                 1.4441,                0.75547,                0.66261,                0.75027,                 0.4149,                 1.5422,                 1.1677,                 1.6956,                0.00274,                0.00274,                0.00274
                    222,                 1.2828,                 1.0502,                 1.4368,                0.70408,                0.70549,                0.75845,                 0.4217,                 1.5173,                 1.1645,                 1.6661,               0.002707,               0.002707,               0.002707
                    223,                 1.2791,                 1.0443,                 1.4333,                0.61965,                0.72477,                0.75169,                0.41685,                 1.5284,                 1.1564,                 1.6829,               0.002674,               0.002674,               0.002674
                    224,                 1.2994,                 1.0318,                 1.4443,                0.63383,                0.71014,                0.74717,                0.41449,                 1.5387,                 1.1692,                 1.7068,               0.002641,               0.002641,               0.002641
                    225,                 1.2838,                 1.0255,                 1.4351,                 0.7661,                0.65863,                0.75369,                0.42063,                 1.5278,                 1.1403,                 1.6798,               0.002608,               0.002608,               0.002608
                    226,                 1.3083,                 1.0651,                 1.4566,                0.70182,                0.72077,                0.76115,                0.41894,                 1.5141,                 1.1444,                 1.6711,               0.002575,               0.002575,               0.002575
                    227,                 1.2946,                 1.0529,                 1.4341,                0.65042,                0.71362,                0.74642,                0.41078,                 1.5301,                 1.1588,                 1.6783,               0.002542,               0.002542,               0.002542
                    228,                 1.2896,                 1.0347,                 1.4385,                0.70367,                0.67472,                0.73988,                0.41082,                 1.5354,                 1.1575,                 1.7095,               0.002509,               0.002509,               0.002509
                    229,                 1.2897,                 1.0488,                 1.4502,                0.68882,                0.70511,                 0.7527,                0.41738,                 1.5261,                 1.1532,                 1.6969,               0.002476,               0.002476,               0.002476
                    230,                 1.2758,                 1.0449,                 1.4353,                0.72439,                0.68597,                0.75737,                0.41206,                 1.5401,                 1.1645,                 1.7032,               0.002443,               0.002443,               0.002443
                    231,                 1.2704,                 1.0337,                 1.4282,                0.70544,                0.70192,                0.75935,                0.41609,                 1.5332,                 1.1514,                 1.6906,                0.00241,                0.00241,                0.00241
                    232,                 1.2702,                 1.0286,                 1.4283,                0.70161,                 0.7005,                0.75443,                0.41622,                 1.5185,                  1.153,                 1.6874,               0.002377,               0.002377,               0.002377
                    233,                 1.3183,                 1.0538,                  1.447,                0.67889,                0.71408,                0.76206,                0.41896,                 1.5366,                 1.1484,                 1.6795,               0.002344,               0.002344,               0.002344
                    234,                 1.2928,                 1.0444,                 1.4417,                0.68565,                0.71009,                 0.7606,                0.41894,                 1.5286,                 1.1472,                 1.6721,               0.002311,               0.002311,               0.002311
                    235,                 1.2766,                 1.0232,                 1.4294,                0.69163,                0.70595,                0.75886,                0.42438,                 1.5125,                 1.1401,                 1.6746,               0.002278,               0.002278,               0.002278
                    236,                 1.2838,                 1.0342,                 1.4348,                0.72887,                 0.6841,                0.75477,                0.42075,                 1.5314,                 1.1529,                 1.6881,               0.002245,               0.002245,               0.002245
                    237,                 1.2869,                 1.0383,                 1.4301,                0.65076,                0.71601,                0.75135,                0.41948,                 1.5199,                 1.1548,                 1.6835,               0.002212,               0.002212,               0.002212
                    238,                 1.2925,                 1.0326,                 1.4408,                0.74924,                 0.6728,                0.76277,                0.42609,                  1.514,                 1.1349,                 1.6778,               0.002179,               0.002179,               0.002179
                    239,                 1.2896,                 1.0431,                 1.4395,                 0.7247,                 0.7098,                0.76725,                0.43122,                 1.5176,                 1.1229,                 1.6758,               0.002146,               0.002146,               0.002146
                    240,                 1.2749,                 1.0173,                 1.4318,                0.70587,                0.71086,                0.76916,                0.42779,                 1.5233,                 1.1332,                  1.685,               0.002113,               0.002113,               0.002113
                    241,                 1.2734,                 1.0228,                 1.4311,                0.74952,                0.67697,                0.76545,                0.42688,                  1.526,                 1.1387,                 1.6827,                0.00208,                0.00208,                0.00208
                    242,                 1.2699,                 1.0163,                 1.4284,                0.67175,                0.70357,                  0.758,                0.42108,                 1.5421,                  1.149,                 1.6909,               0.002047,               0.002047,               0.002047
                    243,                 1.2789,                 1.0197,                 1.4293,                0.69272,                0.70171,                0.76328,                0.41809,                 1.5376,                 1.1414,                 1.7005,               0.002014,               0.002014,               0.002014
                    244,                 1.2792,                 1.0129,                 1.4381,                0.70497,                0.71996,                0.76861,                0.42417,                 1.5173,                  1.128,                  1.669,               0.001981,               0.001981,               0.001981
                    245,                 1.2733,                 1.0084,                 1.4325,                0.72005,                0.70434,                0.77149,                0.42698,                 1.5223,                  1.123,                 1.6707,               0.001948,               0.001948,               0.001948
                    246,                  1.277,                 1.0166,                 1.4331,                0.70352,                 0.6982,                0.74517,                0.41458,                 1.5438,                 1.1501,                 1.6876,               0.001915,               0.001915,               0.001915
                    247,                 1.2827,                 1.0276,                 1.4292,                0.72468,                0.69801,                0.76842,                0.42853,                 1.5216,                 1.1214,                 1.6797,               0.001882,               0.001882,               0.001882
                    248,                 1.2698,                 1.0107,                 1.4209,                 0.7557,                0.67745,                0.75768,                0.41795,                 1.5353,                  1.139,                 1.7052,               0.001849,               0.001849,               0.001849
                    249,                 1.2824,                 1.0251,                  1.428,                0.73636,                0.69506,                 0.7697,                 0.4316,                 1.5198,                 1.1289,                 1.6827,               0.001816,               0.001816,               0.001816
                    250,                 1.2868,                 1.0294,                 1.4265,                0.74678,                0.68895,                0.76779,                 0.4311,                 1.5118,                 1.1236,                 1.6747,               0.001783,               0.001783,               0.001783
                    251,                 1.2677,                 1.0188,                 1.4207,                0.75673,                0.68607,                0.77098,                0.42666,                 1.5226,                 1.1269,                 1.6811,                0.00175,                0.00175,                0.00175
                    252,                 1.2577,                0.99712,                  1.416,                0.75293,                0.71218,                0.77625,                0.42858,                 1.5251,                 1.1191,                 1.6821,               0.001717,               0.001717,               0.001717
                    253,                 1.2677,                 1.0178,                 1.4301,                0.76194,                0.68218,                0.76393,                0.42199,                 1.5308,                 1.1296,                 1.6808,               0.001684,               0.001684,               0.001684
                    254,                 1.2662,                 1.0386,                 1.4368,                0.71223,                0.69019,                 0.7531,                0.41784,                 1.5305,                  1.141,                  1.686,               0.001651,               0.001651,               0.001651
                    255,                 1.2659,                 1.0219,                 1.4258,                0.75163,                0.66465,                0.75588,                0.41554,                   1.54,                 1.1426,                 1.7019,               0.001618,               0.001618,               0.001618
                    256,                 1.2693,                 1.0175,                 1.4295,                0.69647,                0.71454,                0.77201,                0.42867,                 1.5289,                 1.1257,                 1.6865,               0.001585,               0.001585,               0.001585
                    257,                 1.2627,                0.99915,                  1.417,                0.77248,                0.67831,                 0.7706,                0.42868,                 1.5237,                 1.1287,                 1.6859,               0.001552,               0.001552,               0.001552
                    258,                 1.2671,                 1.0202,                  1.425,                0.76009,                0.69172,                0.77354,                0.42897,                 1.5191,                 1.1232,                 1.6815,               0.001519,               0.001519,               0.001519
                    259,                 1.2565,                0.99337,                 1.4082,                0.75881,                0.67821,                0.77561,                 0.4299,                 1.5219,                  1.109,                 1.6724,               0.001486,               0.001486,               0.001486
                    260,                 1.2538,                0.99884,                 1.4118,                0.71212,                 0.7164,                0.77407,                0.43008,                 1.5192,                 1.1038,                 1.6719,               0.001453,               0.001453,               0.001453
                    261,                 1.2582,                 1.0208,                 1.4223,                0.77752,                0.67239,                 0.7732,                0.42751,                 1.5279,                  1.107,                 1.6769,                0.00142,                0.00142,                0.00142
                    262,                 1.2506,                0.99504,                 1.4092,                0.78202,                0.66236,                0.76805,                0.42365,                 1.5332,                 1.1128,                 1.6811,               0.001387,               0.001387,               0.001387
                    263,                 1.2618,                 1.0175,                 1.4267,                0.73731,                0.69122,                0.76864,                0.42461,                 1.5351,                 1.1169,                  1.684,               0.001354,               0.001354,               0.001354
                    264,                  1.249,                 1.0104,                 1.4152,                0.74467,                0.69058,                0.77271,                0.43044,                 1.5279,                 1.1122,                 1.6753,               0.001321,               0.001321,               0.001321
                    265,                 1.2323,                0.98518,                 1.3973,                0.77234,                 0.6913,                0.77491,                0.43265,                  1.531,                 1.1027,                 1.6844,               0.001288,               0.001288,               0.001288
                    266,                 1.2476,                 1.0026,                 1.4242,                 0.7412,                0.69403,                0.77191,                0.42999,                  1.529,                 1.1058,                 1.6808,               0.001255,               0.001255,               0.001255
                    267,                 1.2448,                0.98298,                 1.4036,                0.67447,                0.71252,                0.75719,                0.42343,                 1.5274,                 1.1207,                 1.6857,               0.001222,               0.001222,               0.001222
                    268,                 1.2582,                0.99537,                 1.4104,                0.75792,                0.66611,                0.75384,                0.42471,                  1.534,                 1.1345,                 1.6939,               0.001189,               0.001189,               0.001189
                    269,                  1.261,                 1.0309,                 1.4116,                0.71888,                0.67747,                0.76162,                0.42855,                 1.5272,                 1.1261,                 1.6842,               0.001156,               0.001156,               0.001156
                    270,                 1.2498,                0.99283,                  1.405,                0.71841,                0.70018,                0.76461,                 0.4275,                 1.5282,                 1.1112,                 1.6859,               0.001123,               0.001123,               0.001123
                    271,                 1.2509,                0.99719,                 1.4182,                0.71931,                0.68461,                0.76462,                0.42578,                  1.526,                 1.1102,                 1.6805,                0.00109,                0.00109,                0.00109
                    272,                 1.2317,                  1.005,                 1.4108,                0.72647,                0.70415,                0.77486,                0.42942,                 1.5169,                 1.1075,                 1.6717,               0.001057,               0.001057,               0.001057
                    273,                 1.2475,                0.99094,                 1.4153,                0.74027,                0.69557,                0.77101,                0.42976,                 1.5147,                 1.1087,                 1.6737,               0.001024,               0.001024,               0.001024
                    274,                 1.2547,                 1.0071,                 1.4157,                0.69428,                0.70877,                0.76533,                0.42831,                 1.5163,                 1.1095,                 1.6739,               0.000991,               0.000991,               0.000991
                    275,                 1.2495,                 1.0109,                 1.4146,                0.69514,                0.72183,                0.77233,                0.43354,                 1.5232,                 1.1055,                 1.6799,               0.000958,               0.000958,               0.000958
                    276,                 1.2387,                 0.9901,                 1.4087,                0.72817,                0.69923,                0.77944,                0.43513,                 1.5321,                 1.1071,                 1.6865,               0.000925,               0.000925,               0.000925
                    277,                 1.2419,                0.99428,                 1.4129,                0.73597,                 0.6944,                0.77501,                0.42878,                 1.5367,                   1.11,                 1.6911,               0.000892,               0.000892,               0.000892
                    278,                 1.2375,                0.98681,                 1.4101,                0.70403,                0.70937,                0.76393,                 0.4277,                 1.5391,                 1.1145,                  1.693,               0.000859,               0.000859,               0.000859
                    279,                  1.225,                0.96691,                  1.392,                0.69245,                0.71544,                0.76295,                0.42672,                 1.5406,                  1.111,                 1.6949,               0.000826,               0.000826,               0.000826
                    280,                 1.2219,                0.98384,                 1.3958,                0.70901,                0.71483,                0.76877,                0.42858,                 1.5262,                 1.1027,                 1.6865,               0.000793,               0.000793,               0.000793
                    281,                 1.2513,                0.98994,                   1.41,                0.70575,                0.71015,                  0.773,                 0.4295,                 1.5299,                 1.1026,                  1.692,                0.00076,                0.00076,                0.00076
                    282,                 1.2624,                 1.0035,                 1.4248,                0.70275,                0.70974,                0.76908,                0.42804,                 1.5263,                 1.1039,                 1.6885,               0.000727,               0.000727,               0.000727
                    283,                 1.2399,                  0.992,                 1.4242,                0.70272,                0.71459,                0.76789,                0.42824,                  1.522,                 1.1046,                 1.6833,               0.000694,               0.000694,               0.000694
                    284,                 1.2166,                 0.9664,                 1.3938,                0.67213,                0.71982,                0.76258,                0.42603,                 1.5161,                  1.112,                 1.6753,               0.000661,               0.000661,               0.000661
                    285,                 1.2348,                  0.988,                 1.4059,                0.73733,                0.68666,                0.76797,                 0.4273,                 1.5333,                 1.1091,                 1.6919,               0.000628,               0.000628,               0.000628
                    286,                 1.2422,                 1.0033,                 1.4214,                0.74175,                0.69226,                0.76667,                0.42861,                 1.5194,                 1.1145,                 1.6819,               0.000595,               0.000595,               0.000595
                    287,                 1.2287,                 0.9758,                 1.4031,                0.73828,                0.68311,                0.76725,                0.42939,                 1.5205,                 1.1102,                 1.6841,               0.000562,               0.000562,               0.000562
                    288,                 1.2142,                0.97118,                 1.3945,                 0.7792,                0.66355,                0.76478,                 0.4316,                 1.5252,                 1.1145,                 1.6888,               0.000529,               0.000529,               0.000529
                    289,                 1.2224,                0.97823,                 1.4029,                0.74551,                0.68038,                0.76797,                0.43042,                 1.5251,                  1.107,                 1.6837,               0.000496,               0.000496,               0.000496
                    290,                 1.2287,                0.96776,                 1.4024,                0.75231,                0.69688,                0.77904,                0.43754,                 1.5219,                 1.0967,                 1.6813,               0.000463,               0.000463,               0.000463
                    291,                 1.2276,                0.97632,                 1.3938,                0.72355,                0.70125,                0.77725,                0.43474,                 1.5265,                 1.0984,                 1.6884,                0.00043,                0.00043,                0.00043
                    292,                 1.2285,                0.97725,                 1.4141,                0.69672,                0.71501,                0.77738,                0.43394,                 1.5255,                 1.1015,                 1.6871,               0.000397,               0.000397,               0.000397
                    293,                 1.2575,                0.98341,                 1.4055,                0.68679,                0.71663,                0.77222,                0.43285,                 1.5289,                 1.1055,                 1.6916,               0.000364,               0.000364,               0.000364
                    294,                 1.2167,                0.97862,                 1.4007,                0.70044,                0.71906,                0.77607,                0.43521,                 1.5169,                 1.0986,                   1.68,               0.000331,               0.000331,               0.000331
                    295,                 1.2215,                0.96777,                 1.3893,                0.72037,                0.70615,                0.77314,                0.43324,                 1.5224,                 1.0948,                 1.6824,               0.000298,               0.000298,               0.000298
                    296,                 1.2197,                  0.963,                 1.3928,                0.73718,                0.69839,                0.77203,                0.43196,                 1.5215,                 1.0966,                 1.6818,               0.000265,               0.000265,               0.000265
                    297,                 1.2025,                0.97776,                 1.3942,                0.74131,                0.68463,                0.76891,                0.43165,                 1.5222,                 1.0963,                 1.6806,               0.000232,               0.000232,               0.000232
                    298,                 1.2294,                0.98872,                 1.4191,                0.73694,                0.68881,                0.76862,                0.43204,                 1.5231,                 1.0963,                 1.6807,               0.000199,               0.000199,               0.000199
                    299,                 1.2226,                0.97344,                 1.3938,                0.73144,                0.69822,                  0.775,                0.43276,                 1.5236,                 1.0991,                 1.6817,               0.000166,               0.000166,               0.000166
